H_Moment_1,H_Moment_2,H_Moment_3,H_Moment_4,H_Moment_5,H_Moment_6,H_Moment_7,S_Moment_1,S_Moment_2,S_Moment_3,S_Moment_4,S_Moment_5,S_Moment_6,S_Moment_7,V_Moment_1,V_Moment_2,V_Moment_3,V_Moment_4,V_Moment_5,V_Moment_6,V_Moment_7,G_Moment_1,G_Moment_2,G_Moment_3,G_Moment_4,G_Moment_5,G_Moment_6,G_Moment_7
0.00351261,0.0000000407823,6.7806E-11,1.48964E-10,5.92029E-21,2.58675E-14,1.37508E-20,0.0258244,0.00000123536,0.0000000435785,0.00000000480698,2.33511E-17,-5.30602E-12,-6.55379E-17,0.00072358,1.17073E-13,2.4491E-14,5.69236E-14,6.77356E-28,1.23973E-20,-2.01459E-27,0.000722217,5.84759E-12,6.35015E-15,1.42661E-14,1.34307E-28,2.09689E-20,1.9976E-29
0.00297848,0.000000140123,2.61478E-10,2.59393E-11,-1.89216E-21,9.70884E-15,9.91651E-22,0.0255111,0.000000460444,0.0000000111062,0.0000000238436,9.9713E-18,-1.33064E-11,3.87881E-16,0.000733939,2.19517E-10,3.72313E-14,6.94234E-15,1.08065E-28,5.53575E-20,2.7916E-29,0.000721265,6.3832E-11,2.68042E-14,9.23412E-14,3.61076E-27,-7.05075E-19,2.84036E-27
0.00393803,0.0000000469072,0.00000000108972,1.23506E-11,-9.9468E-22,8.77173E-16,-1.0313E-21,0.0257608,0.00000106623,0.0000000163629,0.0000000297044,-4.22523E-16,-2.0797E-11,-5.00344E-16,0.000694474,1.52092E-11,9.48104E-14,1.79295E-14,6.66905E-28,5.49818E-20,3.18903E-28,0.000689827,2.1006E-11,6.21743E-14,2.70948E-14,1.08247E-27,6.56817E-21,2.54897E-28
0.00332178,0.000000047042,1.25407E-11,5.28665E-10,-4.07834E-20,1.14437E-13,-1.3772E-20,0.0231971,0.0000000596864,0.0000000236416,0.00000000722972,-7.16459E-17,2.87034E-14,-6.16504E-17,0.000705085,1.18832E-10,7.19176E-14,1.86604E-13,7.1917E-27,-1.39208E-18,-2.03857E-26,0.000714243,4.86729E-11,3.06966E-13,2.43802E-13,6.3764E-26,1.65266E-18,-1.95579E-26
0.00313914,0.0000000216155,5.11598E-10,2.54218E-10,7.23176E-20,9.15786E-15,-5.63503E-20,0.0244242,0.0000000140863,0.0000000648348,0.00000000881996,1.91766E-16,8.17135E-13,-8.78082E-17,0.00072737,8.98744E-12,6.89913E-14,4.5042E-14,-9.50933E-28,-1.29294E-19,-2.32383E-27,0.000691594,3.05781E-12,9.95687E-15,1.39902E-14,1.57809E-28,-4.39456E-21,-4.85876E-29
0.00366831,0.000000153431,6.7343E-10,1.08948E-10,-1.96537E-20,4.06377E-14,-2.20133E-20,0.0258896,0.000000170588,0.0000000501205,0.00000000447591,-9.41197E-18,1.69588E-12,6.63752E-17,0.000712738,6.5094E-11,1.95409E-13,3.20204E-14,2.13097E-27,2.01925E-19,-1.36907E-27,0.000692219,5.34212E-13,8.4548E-16,3.04575E-15,2.0039E-30,2.1973E-22,4.45787E-30
0.00358402,0.0000000208811,3.0213E-10,2.54377E-10,7.03467E-20,3.57911E-14,4.94248E-21,0.0247452,0.00000115263,0.0000000216735,0.0000000313952,-7.29507E-16,3.36602E-11,-3.72157E-16,0.000725565,4.64107E-11,1.61154E-13,1.16893E-13,-1.34155E-26,-7.90838E-19,8.79903E-27,0.00069813,2.54469E-12,1.78841E-14,9.0134E-15,5.31276E-29,-1.36597E-20,1.01357E-28
0.00377282,0.0000000140254,1.94672E-11,1.7317E-10,1.34104E-21,2.04656E-14,9.96465E-21,0.0263831,0.00000150352,0.00000000637348,8.64425E-10,1.944E-18,2.44672E-14,5.81084E-19,0.000702716,3.85099E-12,3.65962E-14,2.78503E-14,1.93579E-28,-3.29306E-20,8.67795E-28,0.000699007,7.9656E-11,2.85797E-14,4.66187E-14,1.6535E-27,-2.33165E-19,-4.01899E-28
0.00352755,0.0000000382172,1.11943E-10,2.04382E-10,7.95252E-21,3.99299E-14,2.98741E-20,0.0266095,0.00000122669,0.0000000221807,0.0000000333873,2.54193E-16,2.23084E-11,-8.72291E-16,0.000687602,8.05956E-12,3.7319E-14,2.01754E-14,1.87477E-28,2.61706E-20,-5.20891E-28,0.00068719,2.9493E-12,2.19497E-14,3.10769E-14,8.05762E-28,5.28238E-20,-9.76205E-29
0.00380799,0.0000000259123,3.79864E-11,4.18167E-11,-1.33335E-21,-2.43777E-15,9.99911E-22,0.027105,0.000000445601,0.0000000519958,0.0000000173174,3.05944E-16,-1.06151E-11,4.20038E-16,0.000683178,1.82875E-11,2.13708E-14,2.43479E-14,5.54379E-28,6.21964E-20,3.36079E-29,0.00068663,4.72716E-13,6.32785E-14,1.85486E-14,-5.31289E-28,-1.20355E-20,-3.48649E-28
0.00277775,0.0000000530813,0.0000000018837,1.61828E-10,-8.54244E-20,3.14581E-14,-2.61873E-20,0.00578163,0.00000326499,0.0000000217835,0.0000000114038,1.72744E-16,5.17258E-12,-4.96508E-17,0.000813246,1.19798E-10,6.94496E-12,1.37066E-12,3.68008E-24,-1.42063E-17,2.08345E-24,0.000900301,0.00000000470978,4.55513E-12,4.83368E-12,-7.39036E-24,3.4122E-17,2.14435E-23
0.00337088,0.0000000489258,4.61878E-10,2.67618E-10,8.75876E-20,5.74649E-14,-3.43665E-20,0.0165061,0.00000400752,0.00000000685765,0.0000000642208,-8.45734E-16,-1.26644E-10,-1.04933E-15,0.000727992,2.11567E-11,7.67388E-15,2.34363E-13,-9.17854E-28,6.18124E-19,9.89647E-27,0.000728212,3.43347E-10,4.22416E-15,2.00427E-14,1.25375E-28,3.20006E-19,-1.35245E-28
0.00347273,0.000000043811,7.19075E-10,5.96152E-10,-3.97471E-20,6.27159E-14,-3.88292E-19,0.00855574,0.00000396427,8.66045E-10,0.000000172579,-2.0661E-15,3.40219E-10,4.27442E-16,0.000740123,5.53294E-10,1.32468E-12,2.83717E-13,-1.70211E-25,-6.00495E-18,3.57919E-26,0.000751899,0.00000000201662,1.77034E-12,5.99038E-14,1.95011E-26,1.42698E-18,5.13092E-28
0.0025547,0.0000000669684,2.84039E-10,3.21003E-10,9.6452E-20,7.28258E-14,-9.60446E-21,0.00371968,0.000000741439,4.6536E-10,0.00000000322151,-1.62844E-18,2.02092E-12,-3.59258E-18,0.00100307,7.41901E-10,1.88896E-12,4.0023E-12,8.08751E-24,1.06518E-16,-7.46291E-24,0.00094579,0.00000000203294,2.82253E-12,4.38399E-12,-1.08931E-24,8.33894E-17,1.53829E-23
0.00230354,0.0000000522781,4.12287E-10,5.90943E-11,9.08336E-21,1.21722E-14,-1.60445E-21,0.00313384,0.0000000342018,1.20554E-10,2.46658E-10,3.3346E-20,1.44331E-14,-2.64037E-20,0.00088919,0.00000000344262,2.46226E-12,3.62819E-12,-1.08361E-23,-2.10559E-16,-4.2139E-25,0.000873277,3.6004E-10,4.73976E-12,4.03016E-12,1.41215E-23,7.49959E-17,-1.05282E-23
0.00207746,0.0000000222126,5.15989E-11,5.30634E-10,1.89761E-20,6.85406E-14,-8.57285E-20,0.00420226,0.00000026847,0.00000000455615,0.0000000222482,-6.34663E-17,1.3997E-12,-2.14818E-16,0.000804899,0.00000000322473,1.1808E-12,2.01754E-12,-2.64244E-24,-1.11247E-16,-1.64764E-24,0.00082015,7.93311E-10,3.24746E-12,2.61465E-12,6.97049E-24,-4.75069E-17,3.07571E-24
0.00212571,0.000000512143,1.25816E-10,1.13873E-10,-5.08954E-21,2.3557E-15,-1.26442E-20,0.00820557,0.00000981882,0.000000010168,0.00000000612363,6.98683E-18,-5.20904E-12,-4.78128E-17,0.000728542,3.97019E-10,2.3942E-13,1.15944E-13,1.65117E-26,1.39701E-18,-1.00266E-26,0.000743107,1.29137E-10,4.58931E-13,8.03642E-13,4.74607E-25,7.77388E-18,-1.13774E-25
0.00563156,0.00000171407,0.00000000173246,0.00000000904861,1.83198E-17,1.09979E-11,3.07884E-17,0.0207531,0.0000151602,0.000000195117,0.000000218557,-1.90955E-14,7.70742E-10,4.08946E-14,0.000670241,1.1597E-10,1.23025E-13,9.0369E-15,2.72493E-28,5.25381E-21,1.2861E-28,0.000672742,7.90491E-13,2.62663E-15,2.45167E-15,6.20548E-30,1.2985E-21,-4.45804E-31
0.00692222,0.000000448615,0.00000000919948,3.54557E-10,6.38718E-19,-1.61131E-13,-4.55422E-20,0.0234103,0.000000065261,0.00000000399894,0.00000000259781,7.70628E-18,-5.43025E-13,-3.27436E-18,0.0006687,1.29656E-12,1.14405E-14,2.50764E-15,-2.58893E-30,-1.75166E-21,-1.31795E-29,0.000676646,2.27275E-11,4.4687E-14,1.63856E-15,1.17924E-29,6.8227E-21,7.58511E-30
0.00766997,0.00000036725,0.00000000574469,2.07354E-10,9.89181E-20,1.02002E-13,-2.03546E-19,0.0209831,0.000000381802,0.0000000113918,0.00000000158412,-5.3261E-18,5.62525E-14,4.11316E-18,0.000666503,1.13052E-12,3.25278E-15,1.35412E-15,2.20307E-30,-1.33451E-21,-1.79528E-30,0.000672903,6.71677E-13,6.45639E-15,3.41439E-15,1.5768E-29,-2.75466E-21,-2.89285E-30
0.00705742,0.000000034175,0.00000000115349,1.44329E-10,5.39189E-20,2.57477E-14,-2.36796E-20,0.0236703,0.000000501581,0.00000000922915,0.0000000127483,1.36083E-16,-8.93661E-12,2.45566E-17,0.000664656,3.61551E-12,6.77406E-16,3.09177E-16,-1.36732E-31,2.18794E-22,3.63948E-32,0.000668556,3.7693E-13,1.2151E-15,4.57372E-16,7.58488E-32,-2.57249E-22,-3.32423E-31
0.00203261,0.000000127915,4.71672E-11,5.28392E-10,-6.78679E-20,1.86889E-13,-4.8501E-20,0.00756923,0.00000201442,0.0000000049073,0.0000000346675,-1.63718E-16,3.91256E-11,4.21494E-16,0.00074137,1.12099E-10,2.87797E-14,2.69219E-13,-2.33466E-26,-2.8155E-18,4.06318E-27,0.000684087,9.51803E-13,2.44275E-16,1.08059E-16,-1.06753E-32,3.18245E-23,-1.39376E-32
0.00237167,0.000000310014,3.18121E-10,0.00000000206609,-1.49931E-18,1.07405E-12,7.46826E-19,0.00736577,0.00000358837,5.02496E-10,0.000000146614,-1.08105E-15,2.67807E-10,6.44176E-16,0.000725451,5.4558E-10,5.18156E-13,6.49353E-13,-3.64136E-25,-1.50142E-17,9.63275E-26,0.000773182,1.434E-10,1.06726E-12,1.95341E-12,2.44774E-24,3.99839E-18,-1.40134E-24
0.0058079,0.0000000150573,3.58859E-12,1.31284E-11,4.54045E-23,-1.46095E-15,7.78361E-23,0.0134273,0.000000293258,8.52695E-10,1.03815E-10,3.05453E-20,6.14501E-15,-4.58633E-21,0.000666803,1.79097E-13,3.43944E-16,3.43122E-16,1.82737E-32,-1.41346E-22,1.16448E-31,0.000675985,1.02293E-12,5.7233E-16,2.36537E-16,7.70439E-32,-2.03222E-22,-4.04795E-32
0.00572653,0.000000250718,7.40094E-10,5.63384E-11,3.55561E-21,-2.68807E-14,-1.09408E-20,0.0124792,0.00000115717,0.0000000178959,0.00000000281041,-1.25768E-17,9.8634E-13,-1.5462E-17,0.000674391,8.23781E-11,3.6888E-14,4.86215E-15,2.60873E-29,-1.46206E-20,-5.96615E-29,0.000688876,3.49697E-11,3.71101E-15,2.53537E-14,-5.01236E-29,-1.29675E-19,-2.40765E-28
0.0051249,0.000000956588,0.00000000274273,8.59274E-10,-1.21822E-18,8.37035E-13,-5.06022E-19,0.00907878,0.00000595696,0.0000000225876,0.0000000599436,-2.18325E-15,1.4618E-10,-3.13998E-16,0.000679868,5.65676E-11,6.27476E-14,8.58747E-16,-2.7436E-30,-6.29913E-21,-5.67533E-30,0.000690373,1.14151E-11,6.69355E-15,1.92584E-14,-2.08975E-28,-6.48934E-20,6.43374E-29
0.00544413,0.0000000376467,2.08811E-10,1.57574E-10,-2.7153E-20,1.31846E-14,-8.92643E-21,0.0138614,0.000000212945,0.00000000248125,0.00000000118618,-7.07119E-19,4.29234E-13,1.90819E-18,0.00067475,8.35815E-13,2.50526E-15,3.68287E-15,8.06957E-30,2.30846E-21,-7.74767E-30,0.00067249,1.52943E-12,8.74425E-16,7.00543E-16,3.6509E-31,-8.13835E-22,4.09067E-31
0.00528658,0.000000248927,0.00000000236586,1.53543E-10,-4.96673E-20,6.58252E-14,7.80843E-20,0.0114446,0.00000065346,0.0000000133261,0.00000000883036,8.82189E-17,6.41696E-12,-3.73245E-17,0.000680188,1.64936E-11,1.14039E-13,1.70338E-14,6.46058E-28,-6.0814E-20,3.82404E-28,0.000677568,9.91866E-12,3.0747E-15,5.377E-15,4.01773E-30,-1.30478E-20,2.14907E-29
0.00455696,0.000000154112,0.0000000060734,0.00000000324769,2.3281E-18,6.71567E-13,1.42346E-17,0.00871208,0.00000377693,0.000000019635,0.0000000182162,-3.27753E-16,3.4711E-11,-1.06141E-16,0.000692667,2.15322E-10,3.78022E-13,6.76749E-14,6.33095E-27,-6.53383E-19,8.77979E-27,0.000716468,1.41566E-10,1.15607E-13,1.35902E-13,9.99768E-27,-1.60157E-18,-1.37921E-26
0.00387597,0.00000000184792,0.00000000269974,0.00000000128704,2.39856E-18,5.1743E-14,-5.07564E-20,0.00716927,0.0000014566,0.0000000237227,0.00000000299851,4.86937E-18,3.13624E-12,2.48163E-17,0.000713787,8.26581E-10,9.89476E-14,1.54187E-13,1.1767E-26,3.62861E-19,1.49746E-26,0.000708199,1.65969E-10,1.47012E-13,4.35579E-14,-4.92273E-28,1.53676E-20,3.45066E-27
0.00551333,0.00000000765822,4.50649E-11,4.45548E-10,3.44843E-20,3.16171E-14,-5.28838E-20,0.00874574,0.000000170063,0.00000000181629,0.0000000248555,-2.88495E-17,9.84939E-12,1.64493E-16,0.000698004,2.26465E-11,1.72443E-14,1.28857E-13,7.50937E-28,-6.04348E-19,6.02757E-27,0.000725134,3.81412E-10,1.09743E-13,3.86574E-15,2.18268E-29,-1.81826E-21,7.65726E-29
0.00584384,0.00000000884174,1.41312E-10,1.32724E-10,1.49167E-20,-3.77137E-15,-1.03865E-20,0.0131317,0.000000516802,0.00000000299051,0.0000000010725,1.86191E-18,-7.05208E-13,-4.71686E-19,0.000670264,6.2314E-12,3.56199E-15,1.45378E-15,3.29078E-30,6.34428E-22,3.39312E-31,0.000684347,1.71936E-14,5.90634E-15,3.95443E-15,-8.95226E-30,2.52925E-22,1.68846E-29
0.00593424,0.0000000367719,2.20616E-12,7.76704E-12,2.09966E-24,-4.79176E-16,-3.20829E-23,0.0123261,0.000000192647,0.00000000427371,2.65781E-10,2.80428E-19,6.54309E-14,3.99742E-20,0.000677207,1.06061E-12,6.5638E-15,4.5297E-15,2.19183E-29,4.50779E-21,1.13857E-29,0.000686744,6.56172E-12,5.31085E-15,5.90853E-16,-6.75934E-31,-4.27473E-22,7.99116E-31
0.00430715,0.00000100184,7.58797E-10,0.00000000601363,-9.77037E-18,5.89972E-12,-8.34025E-18,0.00987987,0.00000020947,0.0000000114094,0.00000000391455,-2.59683E-17,1.58464E-12,-3.1688E-18,0.000698355,0.00000000133965,1.33943E-12,1.63599E-13,-6.0971E-26,-5.58566E-18,-4.63401E-26,0.000728483,5.44414E-10,4.84268E-13,6.35139E-13,3.32896E-25,-1.46631E-17,-1.15141E-25
0.00599043,7.80183E-10,8.07189E-11,1.07191E-10,2.90049E-21,-9.02317E-16,9.53953E-21,0.0104657,0.000000515502,0.0000000108839,0.00000000640857,-5.16179E-17,4.56178E-12,1.41502E-17,0.000684516,1.46923E-11,3.00506E-14,2.29515E-15,-1.86742E-29,-8.11962E-21,-3.82015E-30,0.000698794,5.41846E-11,7.44352E-14,1.16438E-14,-2.55395E-28,-8.02658E-20,-2.28649E-28
0.00572191,0.00000001528,1.41996E-11,3.76074E-11,7.94427E-22,4.48562E-15,3.52348E-22,0.00998692,0.0000000981769,0.0000000102474,0.00000000326439,7.47756E-18,6.0883E-13,1.73365E-17,0.000685916,2.37212E-11,5.15128E-14,2.98837E-14,7.48205E-28,-4.25776E-20,9.02731E-28,0.000709938,7.21489E-11,3.06168E-14,5.73529E-14,-9.7587E-28,-2.57112E-19,-2.19628E-27
0.00589409,0.00000000330215,8.5153E-11,7.19545E-11,3.41619E-21,-3.96199E-15,-4.47801E-21,0.0120111,0.000000196857,0.00000000218482,7.2657E-10,-6.34476E-19,3.19145E-13,-6.59882E-19,0.000672541,3.3397E-12,3.4306E-15,1.93171E-15,4.79569E-30,5.00348E-22,-1.31524E-30,0.000684496,2.92958E-12,6.19094E-15,7.30395E-15,4.49591E-29,-4.4795E-22,-1.9773E-29
0.00576762,0.0000000122013,9.18913E-11,2.14708E-11,5.18997E-22,-2.35563E-15,-8.00106E-22,0.0149078,0.0000000114208,0.00000000415199,0.00000000236908,-7.205E-18,1.91001E-14,-1.81526E-18,0.000664797,1.78358E-13,1.44172E-15,1.28248E-15,1.54407E-30,1.20072E-22,8.10524E-31,0.000673734,7.17582E-12,1.98358E-15,7.00482E-16,-4.32405E-31,-1.57991E-21,-7.0342E-31
0.00523475,0.00000000353851,8.97082E-11,2.78433E-11,-1.34248E-21,-5.47618E-16,-3.66253E-22,0.0167963,0.000000367042,0.00000000651306,0.00000000167498,-2.57341E-19,-4.08448E-13,-5.52634E-18,0.000664421,5.86904E-13,1.74844E-15,3.58366E-16,2.30475E-31,-2.59506E-22,-1.6538E-31,0.000666707,3.16777E-12,3.02676E-16,4.25568E-16,9.05136E-32,-4.6206E-22,-1.23027E-31
0.00521092,0.0000000357588,4.86957E-10,4.12177E-11,5.44877E-21,7.70516E-15,-2.09997E-21,0.0177277,0.00000362582,0.000000013651,0.0000000154804,-7.60615E-17,2.8892E-11,2.11793E-16,0.000657973,1.22668E-11,1.44768E-14,2.23149E-16,-1.22373E-32,-2.80003E-22,4.00892E-31,0.000667473,3.32413E-11,3.6711E-14,1.57958E-15,-9.06661E-30,-8.83773E-21,-7.90452E-30
