H_Moment_1,H_Moment_2,H_Moment_3,H_Moment_4,H_Moment_5,H_Moment_6,H_Moment_7,S_Moment_1,S_Moment_2,S_Moment_3,S_Moment_4,S_Moment_5,S_Moment_6,S_Moment_7,V_Moment_1,V_Moment_2,V_Moment_3,V_Moment_4,V_Moment_5,V_Moment_6,V_Moment_7,G_Moment_1,G_Moment_2,G_Moment_3,G_Moment_4,G_Moment_5,G_Moment_6,G_Moment_7
0.00269423,0.0000000837824,1.83936E-11,5.94872E-11,-2.13802E-23,8.19064E-16,1.96763E-21,0.0266576,0.0000129859,0.0000000699476,0.000000241962,1.25028E-14,2.21825E-10,2.88886E-14,0.000658389,8.06712E-13,5.59338E-18,2.04058E-16,6.7077E-33,-1.26561E-22,-1.59167E-33,0.000662215,5.73033E-13,3.64186E-16,8.28447E-16,-4.53671E-31,5.66093E-22,-3.53986E-32
0.0061464,0.000000311115,0.0000000108306,0.00000000193643,-8.58656E-18,-7.40682E-13,2.21651E-18,0.0551169,0.000113878,0.0000148956,0.00000902511,-1.04627E-10,-0.000000050466,1.78414E-12,0.000656623,7.0816E-13,5.72832E-16,6.64423E-17,-6.2793E-33,-4.12525E-23,-1.13398E-32,0.000655777,1.03679E-14,1.95006E-18,2.06907E-17,-1.08878E-34,-2.10676E-24,-7.36119E-35
0.0102682,0.000000102858,0.0000000285483,0.0000000467833,-1.70938E-15,-1.49856E-11,-3.43989E-17,0.155309,0.00178302,0.000624565,0.000108865,-0.00000000300791,-0.00000446728,0.0000000282271,0.000656073,4.51892E-14,5.44295E-17,5.89618E-19,3.23888E-36,-1.24264E-25,-8.16491E-37,0.000655668,9.28291E-15,1.79868E-17,9.71347E-18,-8.85619E-35,-8.3859E-25,-9.2959E-35
0.002629,7.68989E-10,5.70323E-10,1.8614E-11,-2.64451E-22,8.79089E-17,1.89956E-21,0.00380449,0.000000022442,0.0000000140285,0.0000000120809,1.27512E-16,-2.11828E-14,-9.20626E-17,0.000788345,0.0000000044364,1.49528E-12,4.66367E-12,-5.48133E-24,-3.07535E-16,-1.10285E-23,0.0010692,0.00000000344377,5.07183E-12,6.36374E-12,3.59137E-23,6.9136E-17,-4.1572E-24
0.00146573,0.0000000429826,6.70288E-11,5.31132E-11,-6.5536E-22,-1.09693E-14,3.10058E-21,0.00163752,0.00000000139359,8.57851E-11,9.57066E-11,-5.70401E-21,-2.98389E-15,6.53204E-21,0.00118358,0.00000000929587,2.3877E-11,5.16605E-12,4.64417E-23,-3.19972E-16,-3.36919E-23,0.00144448,0.00000000350973,1.54416E-11,2.98317E-11,-1.5722E-22,1.69171E-15,6.20666E-22
0.00530805,0.0000000499111,1.11689E-10,8.1145E-11,1.49648E-21,1.09195E-14,7.57867E-21,0.0128316,0.000000360475,0.00000000107055,0.00000000141041,-1.72999E-18,2.05163E-13,1.03573E-19,0.000661737,7.40768E-14,3.42009E-16,4.47066E-16,-1.28778E-31,8.05141E-23,-1.1822E-31,0.000669793,2.15914E-14,7.04327E-16,6.04144E-16,3.93499E-31,2.30677E-23,2.16274E-32
0.005312,0.00000000692683,5.38952E-11,2.21627E-10,-1.90981E-21,-1.76115E-14,2.41466E-20,0.0125144,0.0000000161005,0.00000000202453,0.00000000333459,-3.6444E-18,4.23078E-13,7.8604E-18,0.000662172,2.39053E-14,2.89704E-16,5.66054E-16,-2.25883E-31,7.77173E-23,-3.90078E-32,0.000668518,3.23454E-14,6.5591E-16,9.55392E-16,5.38439E-31,1.47262E-22,5.31107E-31
0.00369499,0.0000000551942,6.41745E-10,9.26007E-10,6.93981E-19,-1.976E-13,1.67222E-19,0.0184984,0.000000141327,0.00000000411125,0.00000000656097,-3.23486E-17,-2.41044E-12,-1.07095E-17,0.000660142,2.22243E-13,6.08189E-16,6.39129E-17,3.19672E-33,-1.62551E-23,-1.21887E-32,0.00067024,1.02542E-13,5.43523E-16,3.16274E-16,1.09782E-31,-5.00793E-24,7.17169E-32
0.00210058,0.00000000661831,5.82941E-12,6.53117E-12,-3.98742E-23,5.30915E-16,-5.83898E-24,0.0121367,0.000000556869,0.00000000735627,0.00000000405145,1.85341E-17,-1.39964E-12,1.20702E-17,0.000678351,1.62658E-13,8.21888E-15,6.24745E-15,4.20498E-29,9.22373E-24,-1.53598E-29,0.000679363,1.56768E-12,6.75099E-16,8.52403E-16,3.52435E-31,2.61693E-22,5.42135E-31
0.00156014,0.0000000107041,1.18971E-11,9.33097E-12,7.22779E-23,9.65268E-16,6.66436E-23,0.0060949,0.00000171134,0.00000000405103,0.00000000638525,-3.56643E-18,7.92317E-12,3.22786E-17,0.000803145,0.00000000281737,1.69446E-13,1.05795E-12,-2.62014E-26,-5.58304E-17,4.47165E-25,0.00096362,4.69653E-10,1.45169E-12,1.27424E-12,1.09406E-24,1.53142E-17,-1.34407E-24
0.00190684,2.85191E-11,3.46928E-15,1.20863E-14,-4.49119E-29,5.3551E-20,6.40942E-29,0.00620271,5.68952E-10,1.47465E-12,6.79212E-12,2.07099E-24,-2.3723E-18,2.13957E-23,0.000680604,5.73628E-13,8.86983E-16,5.68373E-16,-2.4491E-31,4.28057E-22,-3.20749E-31,0.000682998,6.30544E-14,6.03913E-17,9.58587E-19,6.55649E-36,1.31208E-25,-3.19488E-36
0.00189822,0.00000000452118,1.61556E-11,4.40257E-14,-2.72125E-26,-2.54408E-18,2.52604E-26,0.00627478,0.000000450759,0.00000000388708,5.78086E-13,-7.40355E-24,2.47255E-16,-2.63841E-23,0.000680363,3.86195E-10,5.88823E-13,3.13298E-15,1.33455E-28,-6.14336E-20,1.72427E-29,0.000694206,0.00000000118394,4.44468E-13,7.13195E-14,5.31096E-27,-1.64335E-18,-1.15339E-26
0.0014853,2.32081E-11,1.7618E-11,2.5594E-11,4.83073E-22,1.06037E-16,2.49025E-22,0.00313835,0.000000178109,0.00000000180905,0.00000000149756,2.4649E-18,-3.32692E-13,1.12731E-20,0.000811432,4.65965E-10,1.64735E-12,3.85643E-12,8.42475E-24,-6.02846E-17,4.84815E-24,0.000732604,0.00000000134884,8.30051E-13,1.00965E-12,9.2032E-25,-3.67809E-17,8.56146E-26
0.00139498,0.00000000980978,1.34944E-11,1.02348E-11,1.2025E-22,-8.52115E-16,-2.75873E-24,0.00376555,0.000000464725,0.00000000218655,5.70427E-10,3.1735E-19,-3.52764E-13,5.52389E-19,0.000857182,0.00000000211738,8.76528E-12,3.34342E-12,1.55503E-23,1.53629E-16,9.26194E-24,0.000955036,0.00000000130388,6.35242E-12,7.09243E-12,2.57239E-23,1.28164E-16,4.00577E-23
0.00176525,0.00000000920119,4.7867E-12,1.09808E-11,-7.33221E-23,1.04491E-15,3.10117E-23,0.00620487,0.00000029258,0.00000000172088,0.00000000388551,-1.00049E-17,2.07809E-12,9.21878E-19,0.000712155,0.00000000101976,4.11078E-13,3.25441E-13,-1.19004E-25,-1.03356E-17,-2.68086E-27,0.000856034,0.0000000029867,6.49344E-13,1.41213E-12,-1.14184E-24,-6.09821E-17,-7.24386E-25
0.001818,2.41423E-12,1.42864E-13,7.69696E-14,-3.00127E-27,8.99345E-20,7.49248E-27,0.00556512,8.72472E-10,3.78401E-11,4.07655E-11,-1.29711E-21,-1.20275E-15,-9.38606E-22,0.000703529,1.58839E-12,3.55967E-16,8.82352E-17,-1.48758E-32,-1.1027E-22,-4.82109E-33,0.00070056,5.18059E-14,6.90605E-16,1.05887E-15,5.73944E-31,-9.66843E-23,-7.00347E-31
0.00176655,0.00000000564985,1.64569E-11,4.04004E-12,-3.0186E-23,3.009E-16,-1.31906E-23,0.00440498,0.0000000230321,0.00000000140252,0.00000000243756,4.43336E-18,3.69579E-13,-8.11373E-19,0.000755965,0.00000000237739,2.20903E-12,1.38803E-12,-1.21003E-24,-6.54029E-17,-2.10791E-24,0.000993103,3.08186E-10,4.37213E-12,8.15142E-12,4.71118E-23,1.21105E-16,1.21877E-23
0.00134361,6.21331E-10,2.22248E-12,2.4133E-12,-2.62519E-24,-5.21579E-17,4.93414E-24,0.0017406,0.000000120074,1.08805E-10,1.12709E-10,1.23107E-20,6.12214E-15,-2.05647E-21,0.00086162,0.00000000109226,1.28725E-13,1.47264E-12,4.12137E-25,-2.21196E-17,-4.91169E-25,0.00107924,0.00000000124217,6.86935E-13,5.95458E-13,-3.80564E-25,2.0266E-17,-1.43248E-26
0.00537523,0.00000000734321,3.65514E-11,4.57906E-11,-1.14639E-21,3.91509E-15,1.48161E-21,0.013243,0.0000000223845,2.11251E-10,7.68567E-10,-2.65141E-19,-6.42825E-14,-1.60019E-19,0.000659529,5.31192E-15,5.27775E-17,6.55678E-17,2.99003E-33,-4.7657E-24,-2.43658E-33,0.000671747,7.54507E-13,5.13337E-16,9.18583E-16,4.24519E-31,-5.95444E-22,-4.6655E-31
0.00527629,0.000000151643,6.18049E-11,2.93981E-11,-9.71633E-22,-1.08728E-14,-7.91344E-22,0.0131613,0.0000000345441,0.00000000114852,0.00000000213867,2.46269E-18,-5.98114E-14,2.27378E-18,0.00066101,1.00492E-13,1.66645E-16,9.01505E-16,3.44761E-31,-2.36086E-22,5.68754E-32,0.00067673,6.07843E-14,2.75613E-15,1.94253E-15,6.04706E-31,-3.59801E-22,4.45384E-30
0.00121901,1.02563E-10,1.8455E-12,7.99549E-14,-1.48569E-26,1.22372E-21,2.68807E-26,0.0083109,0.0000000770622,0.00000000818432,0.00000000374841,1.86841E-17,-8.05712E-13,-9.0527E-18,0.000721313,1.61252E-12,6.08252E-14,1.4656E-14,3.49925E-28,1.51182E-20,-2.62749E-28,0.000739323,7.18368E-11,1.38695E-14,1.98163E-15,9.44652E-30,1.62192E-20,4.32312E-30
0.00276568,0.0000000956119,6.71391E-10,0.00000000105184,6.40013E-19,-2.35328E-13,-6.0966E-19,0.010647,0.000000826112,0.0000000158544,0.000000010001,-1.25397E-16,8.87953E-12,-1.16113E-17,0.000679147,2.70921E-11,6.76954E-14,2.46272E-14,3.34316E-28,5.68509E-21,-9.48341E-28,0.00071904,1.26451E-10,1.38588E-13,1.79657E-13,-1.84368E-26,-1.5176E-18,-2.15342E-26
0.00133728,0.0000000565889,9.95882E-11,2.31252E-12,-2.11474E-23,-5.35874E-16,2.80067E-23,0.00345196,0.0000000470099,0.00000000104342,0.00000000430147,-6.17599E-18,-6.05545E-14,6.70087E-18,0.000770457,0.00000000105689,2.59695E-12,8.19136E-13,-1.06365E-24,-2.09343E-17,5.44064E-25,0.000734678,1.07172E-11,2.74061E-13,3.22055E-13,7.36766E-26,-9.6393E-19,6.10434E-26
0.00379705,0.0000000314293,0.0000000015743,0.00000000110231,-1.23046E-18,2.86007E-14,-7.71093E-19,0.0117661,0.00000000403832,0.00000000175207,2.22243E-10,-1.33103E-19,-1.38293E-14,3.8937E-20,0.000672635,2.00645E-12,1.29406E-14,8.89374E-15,-8.90008E-29,-8.90789E-21,-3.43853E-29,0.000679543,1.34658E-12,4.36523E-16,2.02268E-15,1.81414E-30,2.31913E-21,5.6676E-31
0.00495797,0.0000000883386,0.00000000214836,0.00000000145341,-2.18939E-18,4.21264E-13,-1.34252E-18,0.011738,0.0000000176782,6.60529E-10,8.11817E-11,-1.24315E-20,-8.72083E-15,1.41017E-20,0.000666982,2.81392E-12,1.68518E-14,2.00963E-15,-1.06765E-29,-3.09374E-21,4.77326E-30,0.000675857,9.03855E-13,2.87504E-15,1.80573E-15,2.55493E-30,1.39801E-22,-3.22493E-30
0.00553286,0.00000000731374,2.27104E-10,1.69834E-11,-7.12127E-22,-1.45131E-15,7.78056E-22,0.0133625,0.0000000135807,0.00000000152991,1.95064E-10,8.52069E-20,-1.1435E-14,6.39922E-20,0.000659723,2.58472E-13,1.26487E-16,5.26205E-17,-1.79865E-33,2.54457E-23,-3.89798E-33,0.00067076,3.51865E-13,2.64629E-16,4.0809E-16,-1.01926E-31,1.85935E-22,-8.71546E-32
0.00176647,0.0000000033385,5.80428E-11,4.81176E-11,-8.32893E-22,8.62666E-16,-2.40264E-21,0.0120224,0.000000034092,0.00000000332953,6.40241E-10,9.19147E-19,3.45628E-14,1.70206E-19,0.000694835,2.10492E-12,1.61907E-14,1.80555E-14,-1.39172E-29,-1.01296E-20,-3.08393E-28,0.000708366,1.77814E-11,2.52316E-14,1.57852E-15,5.00872E-30,2.31643E-21,8.61127E-30
0.00120006,4.09026E-10,2.07542E-13,3.68076E-13,-2.292E-26,-1.44559E-18,9.91168E-26,0.00844081,0.000000520643,0.00000000222321,0.00000000137818,-2.14187E-18,1.01527E-13,-1.10999E-18,0.00072307,7.31352E-11,2.11032E-14,4.8131E-15,4.7808E-29,4.00129E-20,8.21014E-30,0.000731984,5.09982E-11,2.97108E-14,2.35312E-14,4.97031E-28,7.82048E-20,3.74275E-28
0.00248243,0.000000116262,1.98659E-10,4.89416E-11,4.73871E-21,1.09116E-14,9.12745E-22,0.00862332,0.00000186334,0.0000000271605,0.0000000360817,9.75283E-16,3.59624E-11,-5.69795E-16,0.000681737,1.65164E-10,6.71437E-14,1.83119E-14,4.18202E-28,-1.58325E-19,4.87236E-28,0.000693602,4.06879E-11,2.05179E-14,9.02744E-14,8.30124E-30,-5.07052E-19,3.88519E-27
0.00298006,0.000000269346,3.57828E-10,8.70215E-10,-4.80484E-19,4.47719E-13,7.02952E-20,0.0127559,0.00000357758,0.0000000226326,0.0000000427822,-1.21969E-15,8.09059E-11,5.33482E-16,0.000672797,1.2389E-10,1.20265E-13,2.88616E-14,-1.52844E-27,-3.09331E-19,7.45134E-28,0.000693165,8.19389E-11,1.11349E-13,1.06804E-13,1.15007E-26,-7.46686E-19,1.84225E-27
0.00140728,0.0000000384449,4.02775E-11,4.65839E-11,-3.57544E-22,-9.08975E-15,1.9859E-21,0.00367814,0.000000251989,3.2379E-10,0.00000000210142,-8.00242E-19,8.75699E-13,1.53763E-18,0.000932405,0.00000000103907,1.45962E-12,4.49491E-12,1.47853E-24,-6.38108E-18,1.1418E-23,0.000932817,5.86359E-10,2.80324E-12,2.34565E-12,4.1853E-24,3.97581E-17,-4.31991E-24
0.00175272,0.000000018423,1.91422E-11,3.97331E-11,-8.26333E-22,-3.68316E-15,-7.19667E-22,0.00266988,0.0000000555163,6.24597E-10,0.00000000252497,1.19039E-18,4.43198E-13,-2.93899E-18,0.000812061,1.36236E-10,3.05869E-13,2.65639E-13,7.55354E-26,-1.34501E-18,5.26832E-27,0.000806522,8.06409E-11,1.74319E-13,6.74979E-14,-2.01022E-27,-2.33182E-19,7.04026E-27
0.00169996,0.0000000104145,1.0031E-10,1.0367E-11,-3.15958E-22,-4.96285E-16,1.09246E-22,0.00371877,0.000000171167,0.00000000190438,0.00000000355147,6.08911E-18,1.46157E-12,-6.94467E-18,0.00078495,1.18171E-10,3.57617E-13,1.96557E-13,2.98818E-26,-4.80369E-19,4.26941E-26,0.000733444,4.45932E-11,5.00491E-14,1.00235E-13,-7.02157E-27,-5.06039E-19,1.04901E-27
0.00165024,6.21843E-10,6.84346E-12,6.52148E-13,5.66028E-25,-1.46617E-17,-1.25606E-24,0.00362295,0.000000255003,0.00000000361405,0.00000000518063,1.82595E-18,2.19833E-12,-2.23422E-17,0.000723687,2.62359E-10,3.66877E-12,9.37567E-14,1.15823E-27,-1.29009E-18,5.49752E-26,0.000725337,6.39095E-10,6.14289E-13,8.86078E-13,-4.42242E-25,-1.67172E-17,4.81431E-25
0.00176743,0.00000000133325,1.75118E-12,3.43441E-12,-3.29699E-24,-1.18528E-16,7.75045E-24,0.00587699,0.000000608762,0.0000000144786,0.00000000680513,-3.39404E-17,4.01477E-12,5.8403E-17,0.000740117,8.83047E-10,1.30619E-12,1.11389E-12,-2.29117E-25,-3.308E-17,1.32391E-24,0.000894486,1.76147E-10,7.70699E-13,2.66959E-12,-2.50813E-24,2.09808E-17,-2.89345E-24
0.0016738,0.00000000701913,1.58799E-12,2.38037E-12,-4.61636E-24,1.99373E-16,3.27574E-25,0.00313005,0.000000094224,0.00000000124965,0.00000000324841,3.21036E-18,4.05614E-13,-5.70341E-18,0.000820396,8.66391E-10,1.87123E-12,3.84472E-12,-3.78424E-25,-9.87592E-17,-1.03055E-23,0.000961797,3.74834E-10,1.4598E-12,3.27774E-12,-2.74324E-24,4.67476E-17,-6.62427E-24
0.00142679,0.0000000279825,5.99525E-11,4.20069E-12,4.63872E-23,5.18813E-16,-4.78766E-23,0.00237369,0.000000313184,0.00000000151922,8.19377E-10,4.75577E-19,-2.83656E-13,7.80747E-19,0.000844586,0.00000000320789,3.40528E-12,4.60719E-12,-3.34915E-25,-1.59938E-16,-1.82456E-23,0.00104154,0.00000000307275,1.5187E-11,1.89749E-11,3.1825E-22,1.04876E-15,-4.97176E-23
0.0016845,0.0000000821598,5.12606E-11,7.24986E-11,7.2201E-22,-2.07515E-14,-4.36026E-21,0.00236881,0.000000595699,3.05864E-10,5.66465E-10,3.19367E-20,-1.82614E-13,2.33617E-19,0.000768196,2.0632E-10,7.51785E-13,1.92787E-12,2.26027E-24,-1.73574E-17,5.27198E-25,0.000821502,9.11635E-11,4.75757E-12,4.75231E-12,2.23288E-23,1.8545E-17,3.47096E-24
0.00517478,0.0000000212437,4.23249E-11,8.34112E-11,-4.21796E-21,1.02766E-14,-2.60213E-21,0.0302882,0.00000766676,0.000000194739,0.000000167206,-2.85138E-14,2.45498E-10,9.86437E-15,0.000663897,3.28707E-12,2.35789E-15,9.0046E-16,1.10781E-30,1.42237E-21,-7.03054E-31,0.000660565,8.3815E-12,2.39526E-15,1.41374E-16,4.91269E-32,3.61872E-22,6.59894E-32
0.00520226,0.00000000288606,3.69377E-12,6.09828E-11,5.79762E-22,3.07629E-15,-7.08226E-22,0.0278867,0.00000173996,0.000000572896,0.000000128165,7.39739E-15,8.60802E-11,3.39319E-14,0.000664188,7.5567E-13,4.21267E-15,1.96063E-15,-5.32171E-30,-9.69895E-22,1.85188E-30,0.000666023,1.70959E-11,1.10168E-14,2.47039E-15,1.24163E-29,5.79132E-21,-3.454E-30
0.00510059,0.00000000280548,2.49548E-11,1.00798E-10,3.4303E-21,7.88049E-16,3.71348E-21,0.0395406,0.0000280086,0.000000238639,0.000000101705,1.04941E-14,2.46591E-10,1.18713E-14,0.000660614,2.53934E-13,1.22317E-14,1.57463E-16,-7.74209E-32,-1.15211E-23,-2.04355E-31,0.000663073,4.6159E-12,2.1918E-15,1.71586E-15,-1.18683E-30,-3.13273E-21,-3.10869E-30
0.0044523,0.0000007246,0.00000000205932,0.00000000295451,-5.9817E-18,2.49364E-12,-4.16292E-18,0.0154676,0.0000206243,0.0000000966458,0.00000141455,2.88195E-13,0.00000000595044,-4.36454E-13,0.000685109,0.00000000215193,1.90424E-12,2.92988E-13,-7.61397E-26,-1.04508E-17,-2.05172E-25,0.000665359,4.30193E-12,3.9598E-15,5.2863E-15,1.24982E-30,-8.94935E-21,2.41537E-29
0.00165986,0.00000000435133,8.54808E-12,2.40606E-11,3.44119E-22,-7.58449E-16,-2.54645E-23,0.00144653,0.000000139754,2.35755E-10,1.21285E-10,8.67139E-21,-1.79172E-14,-1.85856E-20,0.00126378,0.0000000146278,1.09249E-11,2.2991E-11,3.61042E-22,-1.63204E-15,-4.9161E-23,0.00117462,0.00000000343431,1.97554E-11,2.24191E-11,4.67332E-22,1.31038E-15,6.48708E-23
0.00292466,0.00000000786948,4.88489E-10,4.59422E-13,-2.80619E-24,-2.61823E-17,-6.2844E-24,0.00375749,0.00000000708667,0.00000000157638,0.00000000270131,4.45538E-18,2.19462E-13,3.35003E-18,0.00100313,0.00000000258077,1.36853E-12,2.60009E-12,6.50209E-25,-1.29038E-16,4.86139E-24,0.00108898,0.0000000033396,1.90776E-12,8.02833E-13,9.93438E-25,2.24607E-17,-1.63143E-26
0.00274812,0.00000000263413,5.00189E-11,4.2934E-11,6.17544E-22,-2.12323E-15,-1.89135E-21,0.0165664,0.000000160727,0.00000000668877,0.00000000454463,1.47315E-17,4.7972E-13,2.02685E-17,0.000664213,1.33407E-12,9.55983E-16,5.37509E-16,3.31917E-31,4.44775E-22,-1.95679E-31,0.000669136,2.54153E-13,4.9059E-16,4.06651E-16,1.65358E-31,-1.92827E-22,-7.51444E-32
0.00215705,0.0000000500531,7.85076E-11,5.81044E-11,-2.50344E-21,1.2689E-14,3.02216E-21,0.00498055,0.0000000305086,6.10581E-11,0.00000000342825,-6.86628E-19,-3.35503E-13,-1.41021E-18,0.000889557,0.00000000104589,4.74738E-13,3.3597E-12,3.2202E-24,1.0006E-16,-2.76291E-24,0.000806704,2.60135E-10,3.62272E-13,3.47857E-13,1.23406E-25,-3.01921E-18,-4.44144E-27
0.00237378,0.0000000207867,3.60852E-11,2.03725E-11,-3.42668E-22,-2.34366E-15,4.33236E-22,0.0125003,0.000000225753,0.00000000753706,6.03996E-10,-1.12843E-18,2.27924E-13,6.22408E-19,0.000680259,6.44462E-12,1.24936E-14,3.01407E-15,-1.13926E-29,-1.08741E-21,1.45706E-29,0.0006891,1.46696E-11,1.32487E-14,3.51287E-15,2.277E-29,1.31769E-20,7.47346E-30
0.00282588,0.00000000214321,1.19736E-10,8.16643E-11,7.90972E-21,-1.92993E-16,1.62709E-21,0.0145092,0.000000101167,0.0000000244987,0.0000000238482,4.4417E-16,6.74153E-12,3.67419E-16,0.000670134,4.08983E-12,7.28544E-15,6.32264E-15,2.03286E-29,-1.27561E-20,3.77911E-29,0.000679336,3.2205E-12,1.12448E-14,1.97348E-14,2.5986E-28,-3.24082E-20,1.37476E-28
0.0019519,3.7955E-10,1.07585E-11,8.63731E-11,-1.31322E-21,1.44033E-15,2.28208E-21,0.00859283,0.000000551031,0.00000000676053,0.0000000230931,1.36003E-16,1.71412E-11,2.54484E-16,0.000732451,3.73241E-10,2.25137E-14,8.88151E-13,-1.06228E-25,-1.60417E-17,6.69952E-26,0.000768674,1.02066E-10,5.05666E-13,3.44714E-13,1.39488E-25,3.22322E-18,3.54403E-26
0.00254718,0.00000000857198,4.26016E-11,4.11382E-11,1.50318E-21,1.89968E-15,8.40469E-22,0.0125352,0.000000737151,0.00000000396043,0.00000000371929,-1.41609E-17,-2.3559E-13,-1.79704E-18,0.000678092,7.33405E-13,1.65181E-15,2.06924E-15,-2.10851E-30,1.73522E-21,-3.19206E-30,0.000685812,4.10212E-13,1.83407E-15,5.74187E-16,-4.83297E-32,-1.52061E-22,-5.87248E-31
0.00308585,0.00000000902462,8.9494E-11,5.64415E-11,-3.90288E-21,3.07697E-15,9.26672E-22,0.0153005,0.0000000652903,0.00000000103624,0.00000000207907,-4.60533E-19,-1.56003E-13,-3.01669E-18,0.000668033,2.44943E-12,3.32681E-15,1.19278E-15,1.71098E-30,-5.78456E-22,-1.64869E-30,0.000671833,1.92461E-12,8.92557E-16,1.08489E-16,-1.00149E-33,-6.57645E-23,3.37445E-32
0.00314784,0.0000000194753,9.21204E-12,3.01331E-12,1.3218E-23,-3.46903E-16,8.79399E-24,0.0161887,0.000000116927,7.49028E-10,0.00000000409674,-7.17638E-18,-1.33462E-12,-2.05706E-20,0.0006666,3.07842E-12,2.97128E-15,1.89568E-15,2.26052E-30,-1.9213E-21,-3.88989E-30,0.000676701,4.38863E-12,1.14129E-15,4.72397E-15,1.05118E-29,4.58221E-21,3.13293E-30
0.00333412,0.0000000119345,1.54227E-10,1.15279E-10,4.11912E-21,-3.85261E-15,-1.48089E-20,0.0165912,0.0000000927378,0.0000000151627,0.00000000550697,4.3806E-17,-1.64545E-12,-2.47655E-17,0.000665041,2.43525E-12,1.58602E-15,9.54429E-16,1.0477E-30,7.71711E-22,-5.30318E-31,0.000670899,1.78078E-12,3.76464E-15,4.27053E-15,1.65951E-29,-5.23802E-21,4.21956E-30
0.00287239,0.00000000346177,6.69989E-11,3.35358E-11,1.33655E-21,1.59726E-15,-8.60552E-22,0.0181164,0.000000194245,0.00000000573942,0.00000000141287,2.17725E-18,5.15721E-13,-3.38332E-18,0.000665133,1.78505E-13,2.00878E-15,1.63031E-15,2.91522E-30,6.55133E-22,-4.53783E-31,0.000671024,6.16371E-13,3.3325E-15,1.25184E-15,1.49336E-30,8.8867E-23,2.07544E-30
0.00231942,0.0000000519527,8.29544E-11,3.95338E-10,6.71287E-20,8.98081E-14,2.48865E-20,0.00780115,0.00000601603,0.0000000339124,0.0000000497857,2.00748E-15,1.20298E-10,-3.93479E-16,0.000685129,2.85522E-10,4.4844E-14,1.24182E-13,7.84487E-27,-2.00227E-18,-4.9331E-27,0.000696012,5.23601E-11,3.55275E-13,2.10281E-13,4.9425E-26,-1.41337E-19,-2.93356E-26
0.00261174,0.000000314356,2.67507E-10,2.36717E-10,5.5731E-20,1.32514E-13,-2.10333E-20,0.00731748,0.00000515994,0.0000000166298,0.000000040396,1.0091E-15,9.15741E-11,-2.79209E-16,0.000689149,2.027E-10,6.11595E-15,1.19596E-13,9.95255E-28,-1.70157E-18,-3.07758E-27,0.000697702,3.78354E-11,5.14041E-14,2.0519E-13,1.72795E-26,-9.31941E-19,1.20625E-26
0.00226585,0.0000000856966,1.14012E-10,1.7287E-11,-7.43275E-23,-5.04434E-15,-7.63851E-22,0.0122893,0.00000157577,0.00000000382707,2.25265E-10,6.30304E-20,1.18655E-13,1.99435E-19,0.000675791,1.59761E-11,5.34515E-15,9.79124E-16,2.15844E-30,1.65758E-21,-5.98717E-31,0.000688526,4.40473E-12,3.26017E-14,9.54217E-15,1.33467E-28,1.48365E-20,1.0253E-28
0.0021794,0.00000000292397,7.99719E-12,7.69449E-12,-2.13673E-23,-3.35518E-16,5.64499E-23,0.012776,0.00000022115,0.00000000203472,0.00000000359648,-5.38488E-18,-1.06123E-12,-8.10289E-18,0.00067511,2.99657E-12,1.42103E-15,8.41812E-16,-5.80076E-31,1.26551E-21,-7.15001E-31,0.000683762,1.56387E-13,3.31959E-16,3.9248E-16,-2.5971E-32,-1.55209E-22,-1.39266E-31
0.00260655,5.67526E-10,7.50335E-11,3.31284E-11,2.36252E-22,-7.8521E-16,1.63471E-21,0.0135004,0.000000076743,8.329E-10,2.00362E-10,4.67579E-20,5.51072E-14,6.71802E-20,0.000674937,1.1663E-13,3.18036E-16,2.54581E-16,4.84556E-32,8.15364E-23,5.38475E-32,0.000685958,9.46486E-13,1.09525E-15,1.0309E-15,5.69418E-31,-5.56191E-22,-9.35798E-31
0.00391685,0.000000252551,0.00000000203244,1.00712E-10,-3.98262E-20,4.93732E-14,-2.21371E-20,0.00967207,0.00000259335,0.0000000416065,0.0000000148903,-3.26068E-16,2.38177E-11,1.76191E-16,0.000666898,3.3959E-10,5.35343E-13,7.65136E-16,-1.5184E-29,-1.39162E-20,-3.04078E-30,0.000679509,1.09104E-11,1.98466E-15,3.55264E-16,-2.72493E-31,9.8036E-22,1.21398E-31
0.00144431,0.0000000157457,2.82469E-11,7.51549E-12,-8.92265E-23,-8.26852E-16,-6.34765E-23,0.00175472,0.0000000395288,4.9808E-11,7.39039E-11,-2.26392E-21,3.31595E-15,-3.87034E-21,0.000853454,8.83797E-10,3.52579E-13,4.34662E-13,-1.00082E-25,-1.14168E-17,-1.37615E-25,0.000917947,1.20443E-10,3.69037E-13,3.60961E-13,1.254E-25,3.33516E-19,-4.03845E-26
0.0013183,0.00000000567946,3.2627E-12,7.23207E-13,4.87503E-25,2.26984E-18,-9.98239E-25,0.00146909,0.00000000717365,1.90799E-10,1.85237E-11,6.37941E-22,-3.3997E-16,-8.97632E-22,0.000910578,0.00000000138932,1.28862E-14,3.13083E-13,-8.46623E-27,-1.00496E-17,1.7994E-26,0.000902452,3.31729E-11,1.93664E-12,9.336E-13,1.25312E-24,-4.70494E-18,-7.48906E-26
